session,participant,handedness,gender,native language,age,date,frameRate,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
FUCK,FUCK,,,,,2018_Jul_01_1626,59.71657035349257,
